policy_term,policy_payment_mode,policy_status,main_holder_smoker_flag,main_holder_gender,total_sum_assuared,premium_value,payment_method,client_code,product_code,month_rank,total_rider_prem,total_rider_sum_assuared,children_count,current_age,completed_duration,completed_ratio,is_cross_sell,preds
360,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,800000.0,43284.0,-0.1065021106411562,4947,1,19,0.0,0,0,367,52,0.1444444444444444,1,1
360,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,301800.0,66000.0,-0.1065021106411562,18293,0,19,0.0,0,0,239,0,0.0,0,0
96,1.031354006841398,-0.1988816350926321,0.018665512617111,0.0062039656716371,4800000.0,36381.0,-0.1065021106411562,25741,4,19,0.0,0,0,552,31,0.3229166666666667,0,0
144,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,275000.0,60144.0,0.5367842917706959,26710,0,19,0.0,0,0,332,29,0.2013888888888889,0,0
120,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,120000.0,13044.0,-0.1065021106411562,10198,1,19,0.0,0,0,368,43,0.3583333333333333,1,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,275000.0,60144.0,0.5367842917706959,234,0,19,0.0,0,0,460,0,0.0,0,0
144,0.0976516306928045,-0.1988816350926321,0.018665512617111,-0.0112524866188775,485000.0,100944.0,-0.1065021106411562,21113,0,19,0.0,0,0,411,9,0.0625,0,0
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,302000.0,66048.0,0.5367842917706959,26086,0,19,0.0,0,0,412,28,0.1166666666666666,1,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,800000.0,57684.0,0.5367842917706959,18104,1,19,44496.0,2100000,0,586,0,0.0,0,1
300,0.0976516306928045,0.3356110295283878,0.018665512617111,0.0062039656716371,1000000.0,208064.0,-0.1065021106411562,20203,0,19,0.0,0,0,418,0,0.0,1,1
240,-0.0209757365603177,0.6276612979531611,-0.2100901452490181,0.0062039656716371,250000.0,19872.0,-0.1065021106411562,20496,1,19,2040.0,600000,0,365,0,0.0,1,1
120,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,400000.0,43284.0,-0.1065021106411562,12453,1,19,4200.0,800000,2,513,0,0.0,0,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,1000000.0,54084.0,0.5367842917706959,24457,1,19,14652.0,1500000,0,268,25,0.1041666666666666,0,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,600000.0,38208.0,0.5367842917706959,27270,1,19,2856.0,1800000,1,413,30,0.125,0,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,300000.0,65604.0,-0.1065021106411562,19087,0,19,0.0,0,0,442,56,0.2333333333333333,1,1
120,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,120000.0,13044.0,-0.1065021106411562,21238,1,19,0.0,0,0,362,0,0.0,1,1
360,0.0488561421735335,-0.1988816350926321,0.018665512617111,-0.0112524866188775,275000.0,55050.0,-0.1065021106411562,16005,0,19,0.0,0,0,343,53,0.1472222222222222,0,0
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,700000.0,37884.0,-0.1065021106411562,27556,1,19,11736.0,1900000,3,454,13,0.0541666666666666,1,1
336,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,1000000.0,54084.0,-0.1065021106411562,13668,1,19,3504.0,2000000,1,322,13,0.0386904761904761,1,1
360,0.0488561421735335,-0.1988816350926321,0.018665512617111,-0.0112524866188775,345000.0,69050.0,-0.1065021106411562,27618,0,19,0.0,0,0,387,31,0.0861111111111111,0,0
60,1.031354006841398,-0.1988816350926321,0.018665512617111,-0.0112524866188775,525000.0,500250.0,-0.1065021106411562,15449,1,19,0.0,0,0,259,52,0.8666666666666667,0,0
240,0.0488561421735335,0.3356110295283878,0.018665512617111,-0.0112524866188775,300000.0,15050.0,-0.1065021106411562,19780,1,19,0.0,0,0,359,0,0.0,1,1
180,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,480000.0,34644.0,-0.1065021106411562,19724,1,19,0.0,0,0,363,0,0.0,1,1
360,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,280000.0,61236.0,-0.1065021106411562,6736,0,19,0.0,0,0,422,53,0.1472222222222222,0,0
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,300000.0,18096.0,-0.1065021106411562,13528,1,19,0.0,0,0,285,60,0.25,0,0
288,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,313000.0,24240.0,-0.1065021106411562,22573,1,19,2364.0,1626000,0,437,0,0.0,1,1
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,200000.0,17640.0,-0.1065021106411562,20716,3,19,0.0,0,0,557,162,0.9,0,0
144,0.0976516306928045,-0.1988816350926321,0.018665512617111,0.0062039656716371,2500000.0,520064.0,0.5367842917706959,27011,0,19,0.0,0,0,436,30,0.2083333333333333,0,0
180,0.0488561421735335,-0.1988816350926321,0.018665512617111,-0.0112524866188775,225000.0,15050.0,-0.1065021106411562,20332,1,19,0.0,0,0,510,27,0.15,1,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,250000.0,22584.0,-0.1065021106411562,10781,1,19,1488.0,450000,0,333,86,0.3583333333333333,0,1
240,-0.1375863270313213,0.6276612979531611,-0.2100901452490181,0.0062039656716371,600000.0,31876.0,-0.1065021106411562,10084,1,19,6244.0,3800000,0,366,0,0.0,0,1
324,0.0488561421735335,-0.1988816350926321,0.018665512617111,0.0062039656716371,300000.0,60050.0,-0.1065021106411562,16384,0,19,0.0,0,0,604,55,0.1697530864197531,0,0
180,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,173300.0,17604.0,-0.1065021106411562,19022,1,19,0.0,0,0,714,0,0.0,1,1
216,0.0488561421735335,-0.1988816350926321,0.018665512617111,0.0062039656716371,275000.0,55050.0,-0.1065021106411562,26620,0,19,0.0,0,0,691,8,0.037037037037037,1,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,300000.0,18084.0,-0.1065021106411562,2460,1,19,1524.0,350000,0,703,148,0.6166666666666667,0,1
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,275000.0,19884.0,-0.1065021106411562,10207,1,19,1548.0,610000,1,427,80,0.4444444444444444,1,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,275000.0,60144.0,0.5367842917706959,20052,0,19,0.0,0,0,591,0,0.0,1,1
180,0.0488561421735335,-0.1988816350926321,0.018665512617111,0.0062039656716371,1000000.0,111162.0,-0.1065021106411562,10406,1,19,4755.0,1500000,0,407,82,0.4555555555555555,0,1
360,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,700000.0,37884.0,-0.1065021106411562,24162,1,19,2460.0,1400000,2,514,0,0.0,1,1
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,700000.0,50496.0,0.5367842917706959,21370,1,19,1236.0,700000,0,278,8,0.0444444444444444,1,1
240,-0.0209757365603177,-0.1988816350926321,-0.2100901452490181,0.0062039656716371,250000.0,13584.0,-0.1065021106411562,28263,1,19,2028.0,700000,0,441,172,0.7166666666666667,0,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,275000.0,60144.0,-0.1065021106411562,11772,0,19,0.0,0,0,429,0,0.0,1,1
264,-0.0209757365603177,-0.1988816350926321,-0.2100901452490181,0.0062039656716371,1200000.0,64884.0,0.5367842917706959,21050,1,19,28500.0,2900000,0,527,8,0.0303030303030303,1,1
144,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,250000.0,28224.0,-0.1065021106411562,13471,1,19,0.0,0,0,479,59,0.4097222222222222,0,0
180,0.0488561421735335,0.6276612979531611,0.018665512617111,-0.0112524866188775,500000.0,47920.0,-0.1065021106411562,669,2,19,1250.0,1000000,0,753,0,0.0,0,1
240,0.0976516306928045,-0.1988816350926321,0.018665512617111,0.0062039656716371,150000.0,8732.0,-0.1065021106411562,6144,1,19,1680.0,200000,0,679,134,0.5583333333333333,0,1
36,1.031354006841398,-0.1988816350926321,0.018665512617111,-0.0112524866188775,399300.0,300000.0,-0.1065021106411562,24109,0,19,0.0,0,0,618,30,0.8333333333333334,1,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,275000.0,60144.0,-0.1065021106411562,11000,0,19,0.0,0,0,551,87,0.3625,1,1
180,0.0976516306928045,-0.1988816350926321,0.018665512617111,-0.0112524866188775,80000.0,8384.0,-0.1065021106411562,4524,1,19,1310.0,130000,0,766,160,0.8888888888888888,0,1
288,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,600000.0,131124.0,-0.1065021106411562,1907,0,19,0.0,0,0,618,72,0.25,0,0
180,-0.1375863270313213,0.6276612979531611,0.018665512617111,-0.0112524866188775,100000.0,8232.0,-0.1065021106411562,18368,3,19,0.0,0,0,559,0,0.0,0,0
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,400000.0,87444.0,0.5367842917706959,16756,0,19,0.0,0,0,485,0,0.0,1,1
180,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,500000.0,36084.0,0.5367842917706959,8446,1,19,0.0,0,0,522,0,0.0,1,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,400000.0,21684.0,-0.1065021106411562,21695,1,19,0.0,0,0,629,161,0.6708333333333333,0,0
132,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,200000.0,36084.0,0.5367842917706959,20071,1,19,11928.0,600000,0,659,0,0.0,1,1
180,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,320000.0,23124.0,-0.1065021106411562,22521,1,19,1380.0,420000,0,260,0,0.0,1,1
300,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,275000.0,60144.0,-0.1065021106411562,20944,0,19,0.0,0,0,328,0,0.0,1,1
180,-0.0209757365603177,0.6276612979531611,0.018665512617111,0.0062039656716371,400000.0,28884.0,-0.1065021106411562,21012,1,19,3540.0,1100000,0,559,0,0.0,1,1
360,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,500000.0,27084.0,-0.1065021106411562,4978,1,19,2388.0,1500000,3,509,0,0.0,0,1
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,270000.0,19524.0,-0.1065021106411562,22102,1,19,948.0,540000,0,276,56,0.3111111111111111,0,1
180,0.0976516306928045,-0.1988816350926321,0.018665512617111,-0.0112524866188775,577500.0,40104.0,0.5367842917706959,6560,1,19,0.0,0,0,442,30,0.1666666666666666,1,1
360,-0.0209757365603177,0.3356110295283878,-0.2100901452490181,0.0062039656716371,1000000.0,54084.0,0.5367842917706959,25108,1,19,19788.0,2500000,2,359,0,0.0,0,1
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,250000.0,24360.0,-0.1065021106411562,11367,2,19,1488.0,350000,2,486,91,0.5055555555555555,0,1
360,0.0488561421735335,-0.1988816350926321,0.018665512617111,0.0062039656716371,300000.0,60050.0,0.5367842917706959,24476,0,19,0.0,0,0,371,25,0.0694444444444444,0,0
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,350000.0,25284.0,-0.1065021106411562,14030,1,19,0.0,0,0,395,63,0.35,0,0
216,0.0488561421735335,-0.1988816350926321,0.018665512617111,0.0062039656716371,300000.0,42908.0,-0.1065021106411562,25739,2,19,3329.0,42908,0,515,28,0.1296296296296296,1,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,250000.0,18084.0,-0.1065021106411562,21140,1,19,1356.0,600000,0,306,0,0.0,1,1
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,400000.0,28884.0,-0.1065021106411562,8154,1,19,2016.0,600000,1,489,108,0.6,1,1
360,-0.1375863270313213,-0.1988816350926321,0.018665512617111,0.0062039656716371,300000.0,64400.0,-0.1065021106411562,16234,0,19,0.0,0,0,512,54,0.15,1,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,250000.0,18084.0,-0.1065021106411562,21136,1,19,4404.0,1050000,1,450,0,0.0,1,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,200000.0,10884.0,-0.1065021106411562,20883,1,19,2196.0,600000,0,520,0,0.0,1,1
360,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,275000.0,60144.0,0.5367842917706959,6691,0,19,0.0,0,0,436,0,0.0,0,0
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,250000.0,38664.0,0.5367842917706959,12216,1,19,444.0,250000,2,504,0,0.0,1,1
180,0.0976516306928045,0.3356110295283878,0.018665512617111,-0.0112524866188775,150000.0,10464.0,-0.1065021106411562,3023,1,19,0.0,0,0,484,0,0.0,1,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,333340.0,18096.0,-0.1065021106411562,13581,1,19,876.0,333340,1,482,60,0.25,0,1
240,-0.0209757365603177,0.3356110295283878,-0.2100901452490181,0.0062039656716371,300000.0,18084.0,-0.1065021106411562,18871,1,19,0.0,0,0,427,0,0.0,1,1
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,400000.0,28896.0,0.5367842917706959,26001,1,19,1404.0,800000,0,405,28,0.1555555555555555,0,1
120,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,250000.0,27084.0,-0.1065021106411562,6158,1,19,672.0,300000,1,482,134,1.1166666666666667,0,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,680000.0,36804.0,0.5367842917706959,7891,1,19,0.0,0,3,544,0,0.0,0,0
240,-0.1375863270313213,0.6276612979531611,0.018665512617111,0.0062039656716371,100000.0,4628.0,-0.1065021106411562,1787,2,19,804.0,200000,0,567,0,0.0,1,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,450000.0,24384.0,-0.1065021106411562,1931,1,19,3816.0,1100000,0,537,127,0.5291666666666667,1,1
180,0.0488561421735335,-0.1988816350926321,0.018665512617111,-0.0112524866188775,150000.0,10050.0,-0.1065021106411562,15912,1,19,0.0,0,0,452,52,0.2888888888888888,0,0
120,0.0488561421735335,0.6276612979531611,0.018665512617111,0.0062039656716371,225000.0,33087.0,-0.1065021106411562,19549,3,19,838.0,50000,3,637,0,0.0,1,1
180,-0.0209757365603177,0.6276612979531611,0.018665512617111,-0.0112524866188775,340000.0,36804.0,-0.1065021106411562,24888,1,19,2760.0,830000,0,431,0,0.0,0,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,250000.0,15084.0,-0.1065021106411562,8417,1,19,2376.0,550000,1,672,0,0.0,0,1
120,0.0488561421735335,-0.1988816350926321,0.018665512617111,0.0062039656716371,2500000.0,500050.0,-0.1065021106411562,18955,0,19,0.0,0,0,363,26,0.2166666666666666,1,1
180,-0.1375863270313213,0.6276612979531611,0.018665512617111,-0.0112524866188775,55000.0,4648.0,-0.1065021106411562,509,3,19,0.0,0,0,548,0,0.0,1,1
180,-0.0209757365603177,0.6276612979531611,-0.2100901452490181,0.0062039656716371,350000.0,26004.0,-0.1065021106411562,21035,1,19,0.0,0,0,566,0,0.0,1,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,670000.0,36264.0,0.5367842917706959,21162,1,19,756.0,100000,0,340,0,0.0,1,1
132,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,400000.0,87444.0,0.5367842917706959,10369,0,19,0.0,0,0,664,28,0.2121212121212121,1,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,330000.0,17904.0,-0.1065021106411562,5425,1,19,1152.0,430000,0,468,149,0.6208333333333333,0,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,785000.0,171528.0,-0.1065021106411562,19191,0,19,0.0,0,0,547,70,0.2916666666666667,1,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,700000.0,37884.0,-0.1065021106411562,20083,1,19,2460.0,1400000,0,293,0,0.0,1,1
180,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,280000.0,61236.0,-0.1065021106411562,20220,0,19,0.0,0,0,657,0,0.0,1,1
300,-0.0209757365603177,0.6276612979531611,0.018665512617111,0.0062039656716371,780000.0,42204.0,-0.1065021106411562,27153,1,19,2736.0,1560000,0,285,0,0.0,1,1
324,0.0976516306928045,0.6276612979531611,0.018665512617111,0.0062039656716371,1000000.0,57842.0,-0.1065021106411562,27720,1,19,0.0,0,0,527,0,0.0,1,1
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,350000.0,25284.0,-0.1065021106411562,12700,1,19,2136.0,400000,0,591,78,0.4333333333333333,0,1
240,-0.1375863270313213,0.3356110295283878,0.018665512617111,0.0062039656716371,850000.0,45128.0,-0.1065021106411562,19696,1,19,2976.0,1700000,0,463,0,0.0,1,1
240,-0.0209757365603177,-0.1988816350926321,-0.2100901452490181,0.0062039656716371,425000.0,23040.0,-0.1065021106411562,7115,1,19,744.0,425000,0,475,113,0.4708333333333333,0,1
180,-0.1375863270313213,-0.1988816350926321,0.018665512617111,0.0062039656716371,120000.0,11084.0,-0.1065021106411562,14504,1,19,0.0,0,0,526,66,0.3666666666666666,0,0
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,300000.0,36084.0,0.5367842917706959,16059,1,19,0.0,0,2,502,31,0.1291666666666666,1,1
180,0.0976516306928045,-0.1988816350926321,0.018665512617111,0.0062039656716371,300000.0,31864.0,-0.1065021106411562,10351,1,19,2100.0,600000,0,633,81,0.45,0,1
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,167000.0,12108.0,-0.1065021106411562,7765,1,19,0.0,0,0,604,104,0.5777777777777777,0,0
180,-0.0209757365603177,0.3356110295283878,-0.2100901452490181,0.0062039656716371,300000.0,36084.0,0.5367842917706959,21349,1,19,9684.0,950000,0,294,0,0.0,1,1
180,-0.1375863270313213,0.3356110295283878,0.018665512617111,-0.0112524866188775,560000.0,120140.0,-0.1065021106411562,9109,0,19,0.0,0,0,391,0,0.0,0,0
360,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,2000000.0,108084.0,0.5367842917706959,20815,1,19,7008.0,4000000,1,401,30,0.0833333333333333,1,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,500000.0,36084.0,-0.1065021106411562,22531,1,19,9192.0,1300000,0,577,0,0.0,1,1
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,199300.0,14436.0,-0.1065021106411562,10425,1,19,684.0,249300,0,424,82,0.4555555555555555,0,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,750000.0,40584.0,0.5367842917706959,23971,1,19,2520.0,1000000,0,230,24,0.1,1,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,345000.0,26700.0,-0.1065021106411562,22126,1,19,2928.0,990000,0,339,0,0.0,0,1
276,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,1200000.0,64884.0,0.5367842917706959,15079,2,19,3348.0,5407,0,390,8,0.0289855072463768,1,1
156,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,133332.0,24084.0,0.5367842917706959,24063,1,19,516.0,50000,0,444,24,0.1538461538461538,1,1
360,0.0488561421735335,-0.1988816350926321,0.018665512617111,0.0062039656716371,306270.0,61304.0,-0.1065021106411562,21005,0,19,0.0,0,0,501,8,0.0222222222222222,1,1
240,-0.0209757365603177,0.3356110295283878,-0.2100901452490181,0.0062039656716371,350000.0,18984.0,-0.1065021106411562,4960,1,19,1272.0,450000,0,447,0,0.0,1,1
180,-0.0209757365603177,0.6276612979531611,0.018665512617111,-0.0112524866188775,200000.0,21684.0,-0.1065021106411562,19894,1,19,5040.0,400000,0,753,0,0.0,1,1
360,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,275000.0,60144.0,-0.1065021106411562,22110,0,19,0.0,0,0,356,58,0.1611111111111111,0,0
288,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,300000.0,30144.0,-0.1065021106411562,13566,1,19,6540.0,1500000,0,539,60,0.2083333333333333,0,1
240,-0.0209757365603177,0.6276612979531611,0.018665512617111,-0.0112524866188775,200000.0,10884.0,-0.1065021106411562,20713,1,19,1200.0,500000,0,445,0,0.0,1,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,274725.0,60084.0,-0.1065021106411562,18460,0,19,0.0,0,0,562,0,0.0,1,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,600000.0,43284.0,0.5367842917706959,8845,1,19,2748.0,200000,1,431,31,0.1291666666666666,1,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,125000.0,27084.0,-0.1065021106411562,24884,1,19,444.0,250000,0,502,0,0.0,1,1
36,1.031354006841398,-0.1988816350926321,0.018665512617111,0.0062039656716371,665500.0,500000.0,-0.1065021106411562,25485,0,19,0.0,0,0,481,31,0.8611111111111112,1,1
360,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,300000.0,65604.0,-0.1065021106411562,19471,0,19,0.0,0,0,542,0,0.0,1,1
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,-0.0112524866188775,110000.0,23844.0,-0.1065021106411562,27269,1,19,0.0,0,0,595,85,0.4722222222222222,0,0
156,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,130000.0,28164.0,-0.1065021106411562,9379,2,19,1416.0,2347,0,540,0,0.0,0,1
180,-0.0209757365603177,0.6276612979531611,0.018665512617111,-0.0112524866188775,100000.0,9840.0,-0.1065021106411562,2438,2,19,816.0,200000,0,629,0,0.0,0,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,340000.0,18444.0,-0.1065021106411562,11474,1,19,1200.0,680000,1,454,0,0.0,0,1
360,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,550000.0,120204.0,-0.1065021106411562,3893,0,19,0.0,0,0,603,0,0.0,0,0
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,320000.0,69972.0,0.5367842917706959,22206,0,19,0.0,0,0,445,27,0.15,1,1
180,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,175000.0,18984.0,-0.1065021106411562,21125,1,19,1248.0,225000,0,681,0,0.0,1,1
240,-0.1375863270313213,0.3356110295283878,0.018665512617111,-0.0112524866188775,50000.0,3696.0,-0.1065021106411562,20121,2,19,404.0,100000,0,574,0,0.0,1,1
300,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,500000.0,54084.0,-0.1065021106411562,18652,1,19,17520.0,1400000,1,572,53,0.1766666666666666,1,1
276,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,295000.0,64512.0,0.5367842917706959,1960,0,19,0.0,0,0,638,0,0.0,1,1
240,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,1000000.0,54084.0,-0.1065021106411562,19304,1,19,3504.0,2000000,0,527,61,0.2541666666666666,1,1
252,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,350000.0,21084.0,-0.1065021106411562,12112,1,19,1476.0,450000,1,406,0,0.0,1,1
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,250000.0,27084.0,0.5367842917706959,20165,1,19,0.0,0,0,428,26,0.1444444444444444,1,1
360,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,2000000.0,108084.0,0.5367842917706959,24465,1,19,44412.0,2000000,0,423,25,0.0694444444444444,0,1
180,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,500000.0,60096.0,-0.1065021106411562,20409,1,19,1752.0,1000000,0,473,0,0.0,1,1
180,-0.0209757365603177,0.3356110295283878,0.018665512617111,0.0062039656716371,750000.0,71904.0,-0.1065021106411562,18396,2,19,3408.0,970000,0,456,0,0.0,1,1
180,-0.0209757365603177,-0.1988816350926321,0.018665512617111,0.0062039656716371,440000.0,31764.0,-0.1065021106411562,13785,1,19,0.0,0,0,531,62,0.3444444444444444,1,1
120,0.0488561421735335,-0.1988816350926321,0.018665512617111,-0.0112524866188775,490000.0,98050.0,-0.1065021106411562,676,1,19,0.0,0,0,537,31,0.2583333333333333,1,1
240,-0.0209757365603177,0.3356110295283878,0.018665512617111,-0.0112524866188775,325000.0,18300.0,-0.1065021106411562,20331,1,19,1284.0,375000,0,506,0,0.0,0,1
348,-0.0209757365603177,-0.1988816350926321,-0.2100901452490181,0.0062039656716371,200000.0,13584.0,-0.1065021106411562,10307,1,19,1644.0,700000,0,328,80,0.2298850574712643,0,1
240,0.0488561421735335,-0.1988816350926321,0.018665512617111,-0.0112524866188775,25000.0,1300.0,-0.1065021106411562,5274,1,19,0.0,0,0,579,147,0.6125,0,0
